-5.000	0.0104
-4.990	0.0105
-4.980	0.0106
-4.970	0.0107
-4.960	0.0107
-4.950	0.0108
-4.940	0.0109
-4.930	0.0110
-4.920	0.0111
-4.910	0.0111
-4.900	0.0112
-4.890	0.0113
-4.880	0.0113
-4.870	0.0114
-4.860	0.0115
-4.850	0.0115
-4.840	0.0116
-4.830	0.0117
-4.820	0.0117
-4.810	0.0118
-4.800	0.0118
-4.790	0.0119
-4.780	0.0119
-4.770	0.0120
-4.760	0.0120
-4.750	0.0121
-4.740	0.0121
-4.730	0.0122
-4.720	0.0122
-4.710	0.0123
-4.700	0.0123
-4.690	0.0124
-4.680	0.0124
-4.670	0.0125
-4.660	0.0125
-4.650	0.0126
-4.640	0.0126
-4.630	0.0127
-4.620	0.0127
-4.610	0.0128
-4.600	0.0128
-4.590	0.0129
-4.580	0.0129
-4.570	0.0130
-4.560	0.0130
-4.550	0.0131
-4.540	0.0131
-4.530	0.0132
-4.520	0.0132
-4.510	0.0133
-4.500	0.0133
-4.490	0.0134
-4.480	0.0134
-4.470	0.0134
-4.460	0.0135
-4.450	0.0135
-4.440	0.0136
-4.430	0.0136
-4.420	0.0137
-4.410	0.0137
-4.400	0.0138
-4.390	0.0138
-4.380	0.0139
-4.370	0.0139
-4.360	0.0140
-4.350	0.0140
-4.340	0.0141
-4.330	0.0141
-4.320	0.0142
-4.310	0.0142
-4.300	0.0142
-4.290	0.0143
-4.280	0.0143
-4.270	0.0144
-4.260	0.0144
-4.250	0.0145
-4.240	0.0145
-4.230	0.0146
-4.220	0.0146
-4.210	0.0147
-4.200	0.0147
-4.190	0.0148
-4.180	0.0148
-4.170	0.0149
-4.160	0.0149
-4.150	0.0150
-4.140	0.0150
-4.130	0.0151
-4.120	0.0151
-4.110	0.0152
-4.100	0.0152
-4.090	0.0153
-4.080	0.0153
-4.070	0.0154
-4.060	0.0154
-4.050	0.0154
-4.040	0.0155
-4.030	0.0155
-4.020	0.0156
-4.010	0.0156
-4.000	0.0157
-3.990	0.0157
-3.980	0.0158
-3.970	0.0158
-3.960	0.0159
-3.950	0.0159
-3.940	0.0160
-3.930	0.0160
-3.920	0.0161
-3.910	0.0161
-3.900	0.0162
-3.890	0.0162
-3.880	0.0163
-3.870	0.0163
-3.860	0.0164
-3.850	0.0164
-3.840	0.0165
-3.830	0.0165
-3.820	0.0166
-3.810	0.0166
-3.800	0.0167
-3.790	0.0167
-3.780	0.0168
-3.770	0.0168
-3.750	0.0169
-3.740	0.0170
-3.730	0.0171
-3.720	0.0171
-3.710	0.0172
-3.700	0.0172
-3.690	0.0173
-3.680	0.0174
-3.670	0.0174
-3.660	0.0175
-3.650	0.0175
-3.640	0.0176
-3.630	0.0177
-3.620	0.0177
-3.610	0.0178
-3.600	0.0178
-3.590	0.0179
-3.580	0.0179
-3.570	0.0180
-3.560	0.0181
-3.550	0.0181
-3.540	0.0182
-3.530	0.0182
-3.520	0.0183
-3.510	0.0183
-3.500	0.0184
-3.490	0.0184
-3.480	0.0185
-3.470	0.0186
-3.460	0.0186
-3.450	0.0187
-3.440	0.0187
-3.430	0.0188
-3.420	0.0188
-3.410	0.0189
-3.400	0.0189
-3.390	0.0190
-3.380	0.0191
-3.370	0.0191
-3.360	0.0192
-3.350	0.0192
-3.340	0.0193
-3.330	0.0193
-3.320	0.0194
-3.310	0.0194
-3.300	0.0195
-3.290	0.0196
-3.280	0.0196
-3.270	0.0197
-3.260	0.0197
-3.250	0.0198
-3.240	0.0198
-3.230	0.0199
-3.220	0.0199
-3.210	0.0200
-3.200	0.0200
-3.190	0.0201
-3.150	0.0204
-3.140	0.0204
-3.130	0.0205
-3.120	0.0206
-3.110	0.0206
-3.100	0.0207
-3.080	0.0208
-3.070	0.0209
-3.060	0.0210
-3.050	0.0209
-3.040	0.0208
-3.030	0.0207
-3.020	0.0207
-3.010	0.0206
-3.000	0.0205
-2.990	0.0205
-2.980	0.0204
-2.970	0.0203
-2.960	0.0202
-2.950	0.0202
-2.940	0.0201
-2.930	0.0200
-2.920	0.0199
-2.910	0.0199
-2.900	0.0198
-2.890	0.0197
-2.880	0.0196
-2.870	0.0196
-2.860	0.0195
-2.850	0.0194
-2.840	0.0193
-2.830	0.0192
-2.820	0.0192
-2.810	0.0191
-2.800	0.0190
-2.790	0.0189
-2.780	0.0189
-2.770	0.0188
-2.760	0.0187
-2.750	0.0186
-2.740	0.0186
-2.730	0.0185
-2.720	0.0184
-2.710	0.0183
-2.700	0.0183
-2.690	0.0182
-2.680	0.0181
-2.670	0.0180
-2.660	0.0179
-2.650	0.0179
-2.640	0.0178
-2.630	0.0177
-2.620	0.0176
-2.610	0.0175
-2.600	0.0175
-2.590	0.0174
-2.580	0.0173
-2.570	0.0172
-2.560	0.0171
-2.550	0.0170
-2.540	0.0170
-2.530	0.0169
-2.520	0.0168
-2.510	0.0167
-2.500	0.0166
-2.490	0.0165
-2.480	0.0164
-2.470	0.0164
-2.460	0.0163
-2.450	0.0162
-2.440	0.0161
-2.420	0.0159
-2.410	0.0158
-2.400	0.0157
-2.390	0.0156
-2.380	0.0155
-2.370	0.0155
-2.350	0.0154
-2.340	0.0154
-2.330	0.0153
-2.320	0.0153
-2.310	0.0152
-2.300	0.0152
-2.290	0.0152
-2.280	0.0151
-2.270	0.0151
-2.260	0.0150
-2.250	0.0150
-2.240	0.0150
-2.230	0.0149
-2.220	0.0149
-2.210	0.0148
-2.200	0.0148
-2.190	0.0147
-2.180	0.0147
-2.170	0.0146
-2.160	0.0146
-2.150	0.0145
-2.140	0.0144
-2.130	0.0144
-2.120	0.0143
-2.110	0.0143
-2.100	0.0142
-2.090	0.0142
-2.080	0.0141
-2.070	0.0140
-2.060	0.0140
-2.050	0.0139
-2.040	0.0139
-2.030	0.0138
-2.020	0.0137
-2.010	0.0137
-2.000	0.0136
-1.990	0.0135
-1.980	0.0135
-1.970	0.0134
-1.960	0.0133
-1.950	0.0133
-1.940	0.0132
-1.930	0.0131
-1.920	0.0131
-1.910	0.0130
-1.900	0.0129
-1.880	0.0128
-1.870	0.0127
-1.860	0.0126
-1.850	0.0125
-1.840	0.0125
-1.830	0.0124
-1.820	0.0123
-1.810	0.0122
-1.800	0.0121
-1.790	0.0121
-1.780	0.0120
-1.770	0.0119
-1.760	0.0118
-1.750	0.0118
-1.740	0.0117
-1.730	0.0116
-1.710	0.0114
-1.700	0.0113
-1.690	0.0112
-1.680	0.0112
-1.670	0.0111
-1.660	0.0110
-1.650	0.0109
-1.640	0.0108
-1.630	0.0107
-1.620	0.0106
-1.610	0.0106
-1.600	0.0105
-1.590	0.0104
-1.580	0.0103
-1.570	0.0102
-1.560	0.0101
-1.550	0.0100
-1.540	0.0099
-1.530	0.0098
-1.520	0.0098
-1.510	0.0097
-1.500	0.0096
-1.490	0.0095
-1.480	0.0094
-1.470	0.0093
-1.450	0.0093
-1.440	0.0094
-1.430	0.0095
-1.420	0.0096
-1.410	0.0096
-1.400	0.0096
-1.390	0.0097
-1.380	0.0097
-1.370	0.0097
-1.360	0.0097
-1.350	0.0097
-1.340	0.0097
-1.330	0.0097
-1.320	0.0097
-1.310	0.0097
-1.300	0.0096
-1.290	0.0096
-1.280	0.0096
-1.270	0.0096
-1.260	0.0095
-1.250	0.0095
-1.240	0.0095
-1.230	0.0095
-1.220	0.0094
-1.210	0.0094
-1.200	0.0094
-1.190	0.0093
-1.180	0.0093
-1.170	0.0092
-1.160	0.0092
-1.150	0.0092
-1.140	0.0091
-1.130	0.0091
-1.120	0.0090
-1.110	0.0090
-1.100	0.0089
-1.090	0.0089
-1.070	0.0088
-1.060	0.0088
-1.050	0.0087
-1.040	0.0087
-1.030	0.0086
-1.020	0.0086
-1.010	0.0085
-1.000	0.0084
-0.990	0.0084
-0.980	0.0084
-0.970	0.0083
-0.960	0.0083
-0.950	0.0082
-0.940	0.0082
-0.930	0.0081
-0.920	0.0081
-0.910	0.0080
-0.900	0.0080
-0.890	0.0079
-0.880	0.0079
-0.870	0.0078
-0.860	0.0078
-0.840	0.0077
-0.830	0.0076
-0.820	0.0076
-0.810	0.0075
-0.800	0.0074
-0.790	0.0074
-0.780	0.0073
-0.770	0.0072
-0.760	0.0072
-0.750	0.0071
-0.740	0.0070
-0.730	0.0070
-0.720	0.0069
-0.710	0.0068
-0.700	0.0067
-0.690	0.0067
-0.680	0.0066
-0.670	0.0066
-0.660	0.0068
-0.650	0.0069
-0.640	0.0071
-0.630	0.0072
-0.620	0.0072
-0.610	0.0073
-0.600	0.0073
-0.590	0.0073
-0.580	0.0073
-0.570	0.0073
-0.560	0.0073
-0.550	0.0073
-0.540	0.0073
-0.530	0.0073
-0.520	0.0072
-0.510	0.0072
-0.500	0.0071
-0.490	0.0070
-0.480	0.0070
-0.470	0.0069
-0.460	0.0068
-0.450	0.0068
-0.440	0.0067
-0.430	0.0067
-0.420	0.0065
-0.410	0.0064
-0.400	0.0062
-0.390	0.0061
-0.380	0.0059
-0.370	0.0058
-0.360	0.0057
-0.350	0.0055
-0.340	0.0054
-0.330	0.0053
-0.320	0.0052
-0.310	0.0050
-0.300	0.0049
-0.290	0.0048
-0.270	0.0045
-0.260	0.0043
-0.250	0.0041
-0.240	0.0039
-0.230	0.0037
-0.220	0.0035
-0.210	0.0033
-0.200	0.0031
-0.190	0.0029
-0.180	0.0027
-0.170	0.0025
-0.160	0.0023
-0.150	0.0021
-0.140	0.0019
-0.130	0.0017
-0.120	0.0015
-0.110	0.0013
-0.100	0.0011
-0.090	0.0010
